Mot n°	form	Variante de lemme	lemma	pos	Constellation	Mode Validation	#	A	Ai	Ao	Aq	C	Cc	Cs	D	Da	Dd	Di	Dn	Dp	Dr	Ds	Dt	E	F	Fs	Fw	I	Nc	Np	OUT	P	PAGa	PAGe	Pd	Pi	Pp	Pr	Ps	Pt	R	S	S+D	S+Da	S+Dr	S+Pr	V	Vu	Vuc	Vun	Vvc	Vvn	X	Xe	Xp	Xs	Z	Zc	Zo	Inconnu
4076	Ains	AINS	AINS	R		VM/DS					AÎNÉ																		AN/END/OINT/AÎNÉ/AINE								EN				AINS	EN									OINDRE									
4077	pour	POUR	POUR	S		VM/DS																																				POUR																		
4078	un	UN	UN	Di		VM/DS												UN	UN																																									
4079	rien	RIEN	RIEN	Pi		VM/DS																							RIEN							RIEN																								
4080	à	À	À	S		VM/DS																																				À																		
4081	coup	COUP	COUP	Nc		VM/DS																							COUP																															
4082	desesperer	DÉSESPÉRER	DÉSESPÉRER	Vvn		VM/DS																																														DÉSESPÉRER								
4083	.	.	.	Fs		VM/DS																				.																																		
4084	Voy	VOIR	VOIR	Vvc		VM/DS																																													VOIR									
4085	0	0	0	Fw		VM/DS																					0																																	
4086	qu'	QUE	QUE	Cs		VM/DS								QUE																						QUE		QUE		QUE	QUE																			
4087	estant	ÊTRE	ÊTRE	PAGa		VM/DS																											ÊTRE															ÊTRE	ÊTRE	ÊTRE										
4088	loing	LOIN	LOIN	R		VM/DS																																			LOIN																			
4089	0	0	0	Fw		VM/DS																					0																																	
4090	sa	SON	SON	Ds		VM/DS																SON																																						
4091	recente	RÉCENT	RÉCENT	Aq		VM/DS					RÉCENT																																																	
4092	memoire	MÉMOIRE	MÉMOIRE	Nc		VM/DS																							MÉMOIRE																															
4093	M'	LE	LE	Pp		VM/DS																															LE																							
4094	est	ÊTRE	ÊTRE	Vuc		VM/DS																																										ÊTRE	ÊTRE	ÊTRE										
4095	0	0	0	Fw		VM/DS																					0																																	
4096	fors	FORS	FORS	S		VM/DS																							FOR/FORT													FORS																		
4097	d'	DE	DE	S		VM/DS												DE	UN	DU																						DE																		
4098	espoir	ESPOIR	ESPOIR	Nc		VM/DS																							ESPOIR																															
4099	0	0	0	Fw		VM/DS																					0																																	
4100	un	UN	UN	Di		VM/DS												UN	UN																																									
4101	ardent	ARDENT	ARDENT	Aq		VM/DS					ARDENT																																																	
4102	Purgatoire	PURGATOIRE	PURGATOIRE	Nc		VM/DS																							PURGATOIRE																															
4103	.	.	.	Fs		VM/DS																				.																																		
4104	*ANTIRE	ANTIRE	ANTIRE	Np		VM/DS																								ANTIRE																														
4105	Pource	PARCE QUE	PARCE QUE	Cs		VM/DS								PARCE QUE															POUCE/PORCHE/PORQUE/PERCE																															
4106	que	OUT	OUT	OUT		VM/DS								QUE																	OUT					QUE		QUE		QUE	QUE																			
4107	n'	NE	NE	R		VM/DS																																			NE																			
4108	as	AVOIR	AVOIR	Vuc		VM/DS																																										AVOIR	AVOIR											
4109	ton	SON	SON	Ds		VM/DS																SON																																						
4110	coeur	CUR	CUR	Nc		VM/DS																							CUR																															
4111	en	EN	EN	S		VM/DS																															EN					EN													EN					
4112	autre	AUTRE	AUTRE	Di		VM/DS			AUTRE		AUTRE							AUTRE																																										
4113	part	PART	PART	Nc		VM/DS																							PART																															
4114	.	.	.	Fs		VM/DS																				.																																		
4115	Mais	MAIS	MAIS	Cc		VM/DS							MAIS																																															
4116	celuy	CELUI	CELUI	Pd		VM/DS																													CELUI																									
4117	là	LÀ	LÀ	R		VM/DS																																			LÀ																			
4118	0	0	0	Fw		VM/DS																					0																																	
4119	qui	QUI	QUI	Pr		VM/DS																																QUI		QUI																				
4120	en	EN	EN	S		VM/DS																															EN					EN													EN					
4121	maint	MAINT	MAINT	Di		VM/DS					MAINT							MAINT																																										
4122	lieu	LIEU	LIEU	Nc		VM/DS																							LIEU																															
4123	despart	DÉPARTIR	DÉPARTIR	Vvc		VM/DS																							DÉPART																						DÉPARTIR									
4124	0	0	0	Fw		VM/DS																					0																																	
4125	Et	ET	ET	Cc		VM/DS							ET																																															
4126	sa	SON	SON	Ds		VM/DS																SON																																						
4127	pensee	PENSÉE	PENSÉE	Nc		VM/DS																							PENSÉE																															
4128	0	0	0	Fw		VM/DS																					0																																	
4129	&	ET	ET	Cc		VM/DS							ET																																															
4130	son	SON	SON	Ds		VM/DS																SON																																						
4131	affection	AFFECTION	AFFECTION	Nc		VM/DS																							AFFECTION																															
4132	0	0	0	Fw		VM/DS																					0																																	
4133	Certes	CERTES	CERTES	R		VM/DS																																			CERTES																			
4134	il	IL	IL	Pp		VM/DS																															IL																							
4135	est	ÊTRE	ÊTRE	Vuc		VM/DS																																										ÊTRE	ÊTRE	ÊTRE										
4136	hors	HORS	HORS	S		VM/DS																																				HORS																		
4137	la	LE	LE	Da		VM/DS										LE																					LE																							
4138	subjection	SUJÉTION	SUJÉTION	Nc		VM/DS																							SUJÉTION																															
4139	Du	DE+LE	DE+LE	S+Da		VM/DS																																					DE+LE	DE+LE																
4140	mol	MOU	MOU	Aq		VM/DS					MOU																																																	
4141	Archier	ARCHER	ARCHER	Nc		VM/DS																							ARCHER																															
4142	0	0	0	Fw		VM/DS																					0																																	
4143	qui	QUI	QUI	Pr		VM/DS																																QUI		QUI																				
4144	ainsi	AINSI	AINSI	R		VM/DS								AINSI																											AINSI																			
4145	te	LE	LE	Pp		VM/DS																															LE																							
4146	tormente	TOURMENTER	TOURMENTER	Vvc		VM/DS																							TOURMENTÉ																						TOURMENTER									
4147	.	.	.	Fs		VM/DS																				.																																		
4148	Et	ET	ET	Cc		VM/DS							ET																																															
4149	pour	POUR	POUR	S		VM/DS																																				POUR																		
4150	vray	VRAI	VRAI	R		VM/DS					VRAI																		VRAI												VRAI																			
4151	dire	DIRE	DIRE	Vvn		VM/DS																							DIRE																							DIRE								
4152	(	(	(	Fw		VM/DS																			(		(																																	
4153	&	ET	ET	Cc		VM/DS							ET																																															
4154	sans	SANS	SANS	S		VM/DS																																				SANS																		
4155	que	QUE	QUE	Cs		VM/DS								QUE																						QUE		QUE		QUE	QUE																			
4156	je	IL	IL	Pp		VM/DS																															IL																							
4157	t'	LE	LE	Pp		VM/DS																															LE																							
4158	en	LE	LE	Pp		VM/DS																															LE					EN													EN					
4159	mente	MENTIR	MENTIR	Vvc		VM/DS																																													MENTIR									
4160	)	)	)	Fw		VM/DS																			)		)																																	
4161	Quiconques	QUICONQUE	QUICONQUE	Pi		VM/DS																														QUICONQUE																								
4162	vit	VOIR	VOIR	Vvc		VM/DS																																													VOIR									
4163	sans	SANS	SANS	S		VM/DS																																				SANS																		
4164	autre	AUTRE	AUTRE	Di		VM/DS			AUTRE		AUTRE							AUTRE																																										
4165	pensement	PENSEMENT	PENSEMENT	Nc		VM/DS																							PENSEMENT																															
4166	0	0	0	Fw		VM/DS																					0																																	
4167	Couve	COUVER	COUVER	Vvc		VM/DS																																													COUVER									
4168	l'	LE	LE	Da		VM/DS										LE																					LE																							
4169	amour	AMOUR	AMOUR	Nc		VM/DS																							AMOUR																															
4170	en	EN	EN	S		VM/DS																															EN					EN													EN					
4171	son	SON	SON	Ds		VM/DS																SON																																						
4172	entendement	ENTENDEMENT	ENTENDEMENT	Nc		VM/DS																							ENTENDEMENT																															
4173	0	0	0	Fw		VM/DS																					0																																	
4174	Qui	QUI	QUI	Pr		VM/DS																																QUI		QUI																				
4175	le	LE	LE	Pp		VM/DS										LE																					LE																							
4176	maistrise	MAÎTRISER	MAÎTRISER	Vvc		VM/DS																							MAÎTRISE																						MAÎTRISER									
4177	0	0	0	Fw		VM/DS																					0																																	
4178	&	ET	ET	Cc		VM/DS							ET																																															
4179	en	LE	LE	Pp		VM/DS																															LE					EN													EN					
4180	fait	FAIT	FAIT	Nc		VM/DS																							FAIT					FAIRE																	FAIRE									
4181	son	SON	SON	Ds		VM/DS																SON																																						
