	Mot n°	form	Variante de lemme	lemma	pos	Constellation	Mode Validation	#	A	Ai	Ao	Aq	C	Cc	Cs	D	Da	Dd	Di	Dn	Dp	Dr	Ds	Dt	E	F	Fs	Fw	I	Nc	Np	OUT	P	PAGa	PAGe	Pd	Pi	Pp	Pr	Ps	Pt	R	S	S+D	S+Da	S+Dr	S+Pr	V	Vu	Vuc	Vun	Vvc	Vvn	X	Xe	Xp	Xs	Z	Zc	Zo	Inconnu
3688	3689	ny	NI	NI	CONcoo		VM/DS							NI																																															
3689	3690	cure	CURE	CURE	NOMcom		VM/DS																							CURE																						CURER									
3690	3691	0	0	0	PONfbl		VM/DS																					0																																	
3691	3692	Comme	COMME	COMME	CONsub		VM/DS							COMME	COMME																											COMME	COMME																		
3692	3693	tu	IL	IL	PROper		VM/DS																															IL																							
3693	3694	fais	FAIRE	FAIRE	Vvc		VM/DS																																													FAIRE									
3694	3695	0	0	0	PONfbl		VM/DS																					0																																	
3695	3696	paresse	PARESSE	PARESSE	NOMcom		VM/DS																							PARESSE																						PARESSER									
3696	3697	adonc	ADONC	ADONC	R		VM/DS																																			ADONC																			
3697	3698	procure	PROCURER	PROCURER	Vvc		VM/DS																							PROCURE																						PROCURER									
3698	3699	0	0	0	PONfbl		VM/DS																					0																																	
3699	3700	Et	ET	ET	CONcoo		VM/DS							ET																																															
3700	3701	te	LE	LE	PROper		VM/DS																															LE																							
3701	3702	contraint	CONTRAINDRE	CONTRAINDRE	Vvc		VM/DS																																													CONTRAINDRE									
3702	3703	à	À	À	S		VM/DS																																				À																		
3703	3704	vainement	VAINEMENT	VAINEMENT	R		VM/DS																																			VAINEMENT																			
3704	3705	aymer	AIMER	AIMER	Vvn		VM/DS																																														AIMER								
3705	3706	0	0	0	PONfbl		VM/DS																					0																																	
3706	3707	Dont	QUE	QUE	PROrel		VM/DS																																QUE																						
3707	3708	tu	IL	IL	PROper		VM/DS																															IL																							
3708	3709	ne	NE	NE	R		VM/DS																																			NE																			
3709	3710	peux	POUVOIR	POUVOIR	Vvc		VM/DS																																													POUVOIR									
3710	3711	tirer	TIRER	TIRER	Vvn		VM/DS																																														TIRER								
3711	3712	que	QUE	QUE	R		VM/DS								QUE																						QUE		QUE		QUE	QUE																			
3712	3713	fruit	FRUIT	FRUIT	NOMcom		VM/DS																							FRUIT																															
3713	3714	amer	AMER	AMER	Aq		VM/DS					AMER																																																	
3714	3715	.	.	.	PONfrt		VM/DS																				.																																		
3715	3716	Que	QUE	QUE	PROind		VM/DS								QUE																						QUE		QUE		QUE	QUE																			
3716	3717	t'	LE	LE	PROper		VM/DS																															LE																							
3717	3718	ont	AVOIR	AVOIR	Vuc		VM/DS																																										AVOIR	AVOIR											
3718	3719	valu	VALOIR	VALOIR	PAGe		VM/DS																												VALOIR																										
3719	3720	tes	SON	SON	DETpos		VM/DS																SON																																						
3720	3721	vains	VAIN	VAIN	Aq		VM/DS					VAIN																																																	
3721	3722	experiments	EXPÉRIMENT	EXPÉRIMENT	NOMcom		VM/DS																							EXPÉRIMENT				EXPRIMER																		EXPRIMER									
3722	3723	Pour	POUR	POUR	S		VM/DS																																				POUR																		
3723	3724	te	LE	LE	PROper		VM/DS																															LE																							
3724	3725	guerir	GUÉRIR	GUÉRIR	Vvn		VM/DS																																														GUÉRIR								
3725	3726	0	0	0	PONfbl		VM/DS																					0																																	
3726	3727	sinon	SINON	SINON	S		VM/DS							SINON	SINON																												SINON																		
3727	3728	maints	MAINT	MAINT	DETind		VM/DS					MAINT							MAINT																																										
3728	3729	detriments	DÉTRIMENT	DÉTRIMENT	NOMcom		VM/DS																							DÉTRIMENT																															
3729	3730	0	0	0	PONfbl		VM/DS																					0																																	
3730	3731	Qui	QUI	QUI	PROrel		VM/DS																																QUI		QUI																				
3731	3732	ont	AVOIR	AVOIR	Vuc		VM/DS																																										AVOIR	AVOIR											
3732	3733	ton	SON	SON	DETpos		VM/DS																SON																																						
3733	3734	corps	CORPS	CORPS	NOMcom		VM/DS																							CORPS																															
3734	3735	mis	METTRE	METTRE	PAGe		VM/DS																												METTRE																	METTRE									
3735	3736	en	EN	EN	S		VM/DS																															EN					EN													EN					
3736	3737	plus	PLUS	PLUS	R		VM/DS																																			PLUS																			
3737	3738	grand'	GRAND	GRAND	Aq		VM/DS					GRAND																																																	
3738	3739	destresse	DÉTRESSE	DÉTRESSE	NOMcom		VM/DS																							DÉTRESSE																															
3739	3740	?	?	?	PONfrt		VM/DS																				?																																		
3740	3741	Car	CAR	CAR	CONcoo		VM/DS							CAR																CAR																															
3741	3742	avec	AVEC	AVEC	S		VM/DS																																				AVEC																		
3742	3743	toy	LE	LE	PROper		VM/DS																															LE																							
3743	3744	tu	IL	IL	PROper		VM/DS																															IL																							
3744	3745	as	AVOIR	AVOIR	Vuc		VM/DS																																										AVOIR	AVOIR											
3745	3746	encor	ENCORE	ENCORE	R		VM/DS																																			ENCORE																			
3746	3747	paresse	PARESSE	PARESSE	NOMcom		VM/DS																							PARESSE																						PARESSER									
3747	3748	0	0	0	PONfbl		VM/DS																					0																																	
3748	3749	Qui	QUI	QUI	PROrel		VM/DS																																QUI		QUI																				
3749	3750	de	DE	DE	S		VM/DS													UN	DU																						DE																		
3750	3751	ton	SON	SON	DETpos		VM/DS																SON																																						
3751	3752	mal	MAL	MAL	NOMcom		VM/DS																							MAL																															
3752	3753	est	ÊTRE	ÊTRE	Vuc		VM/DS																																										ÊTRE	ÊTRE	ÊTRE										
3753	3754	premier	PREMIER	PREMIER	Zo		VM/DS					PREMIER																		PREMIER																														PREMIER	
3754	3755	fondement	FONDEMENT	FONDEMENT	NOMcom		VM/DS																							FONDEMENT																															
3755	3756	0	0	0	PONfbl		VM/DS																					0																																	
3756	3757	Et	ET	ET	CONcoo		VM/DS							ET																																															
3757	3758	qui	QUI	QUI	PROrel		VM/DS																																QUI		QUI																				
3758	3759	te	LE	LE	PROper		VM/DS																															LE																							
3759	3760	toult	TOUDRE	TOUDRE	Vvc		VM/DS					TOUT																																								TOUDRE									
3760	3761	sens	SENS	SENS	NOMcom		VM/DS																							SENS																															
3761	3762	0	0	0	PONfbl		VM/DS																					0																																	
3762	3763	&	ET	ET	CONcoo		VM/DS							ET																																															
3763	3764	entendement	ENTENDEMENT	ENTENDEMENT	NOMcom		VM/DS																							ENTENDEMENT																															
3764	3765	.	.	.	PONfrt		VM/DS																				.																																		
3765	3766	Il	IL	IL	PROper		VM/DS																															IL																							
3766	3767	te	LE	LE	PROper		VM/DS																															LE																							
3767	3768	fault	FALLOIR	FALLOIR	Vvc		VM/DS																																													FALLOIR									
3768	3769	donc	DONC	DONC	R		VM/DS																																			DONC																			
3769	3770	prendre	PRENDRE	PRENDRE	Vvn		VM/DS																																														PRENDRE								
3770	3771	le	LE	LE	DETdef		VM/DS										LE																					LE																							
3771	3772	frein	FREIN	FREIN	NOMcom		VM/DS																							FREIN																															
3772	3773	aux	A+LES	A+LES	S+Da		VM/DS																																				À+LES		A+LES																
3773	3774	dents	DENT	DENT	NOMcom		VM/DS																							DENT																															
3774	3775	Pour	POUR	POUR	S		VM/DS																																				POUR																		
3775	3776	eviter	ÉVITER	ÉVITER	Vvn		VM/DS																																														ÉVITER								
3776	3777	les	LE	LE	DETdef		VM/DS										LE																					LE																							
3777	3778	perilz	PÉRIL	PÉRIL	NOMcom		VM/DS																							PÉRIL																															
3778	3779	evidents	ÉVIDENT	ÉVIDENT	Aq		VM/DS					ÉVIDENT																																																	
3779	3780	0	0	0	PONfbl		VM/DS																					0																																	
3780	3781	Ou	QUE	QUE	PROrel		VM/DS							OU																									QUE			OU																			
3781	3782	tu	IL	IL	PROper		VM/DS																															IL																							
3782	3783	vas	ALLER	ALLER	Vvc		VM/DS																																													ALLER									
3783	3784	cheoir	CHOIR	CHOIR	Vvn		VM/DS																							CHAIR																							CHOIR								
3784	3785	seul	SEUL	SEUL	Aq		VM/DS					SEUL																																																	
3785	3786	en	EN	EN	S		VM/DS																															EN					EN													EN					
3786	3787	ceste	CE	CE	DETdem		VM/DS											CE												CESTE																															
3787	3788	campaigne	CAMPAGNE	CAMPAGNE	NOMcom		VM/DS																							CAMPAGNE																															
3788	3789	.	.	.	PONfrt		VM/DS																				.																																		
3789	3790	Vien	VENIR	VENIR	Vvn		VM/DS																																													VENIR	VENIR								
3790	3791	travailler	TRAVAILLER	TRAVAILLER	Vvn		VM/DS																																														TRAVAILLER								
3791	3792	lassus	LASSUS	LASSUS	R		VM/DS																							LASSO												LASSUS										LASSER/LACER/LASSER/LAISSER			_MOT_ETRANGER						
3792	3793	en	EN	EN	S		VM/DS																															EN					EN													EN					
3793	3794	la	LE	LE	DETdef		VM/DS										LE																					LE																							
3794	3795	montaigne	MONTAGNE	MONTAGNE	NOMcom		VM/DS																							MONTAGNE																															
3795	3796	.	.	.	PONfrt		VM/DS																				.																																		
3796	3797	Et	ET	ET	CONcoo		VM/DS							ET																																															
3797	3798	ne	NE	NE	R		VM/DS																																			NE																			
3798	3799	crains	CRAINDRE	CRAINDRE	Vvc		VM/DS																																													CRAINDRE									
